"","EE--","L4--","YA_female--","YA_male--"
"WBGene00138782",-2.23366206186324,-1.60417207756656,-1.05632856271583,-0.291703129392371
"WBGene00138785",2.488127451267,-2.89676418778045,0.593105470276558,-1.60215157093195
"WBGene00138786",2.72826079890806,-2.11030249450788,-3.54608476198388,-3.54608476198388
"WBGene00138787",4.74358019447602,1.5279363333697,3.81529577143394,1.5305860827778
"WBGene00138789",0.598802147500965,-2.27043791016521,-3.54608476198388,-1.60215157093195
"WBGene00138790",-2.74551301103543,3.56531903011267,2.6258262970486,3.72786659918198
"WBGene00138791",2.16965745813178,4.35410398030469,5.01513958190006,4.63394601471772
"WBGene00138793",-2.74551301103543,3.73045249883271,3.38419074675115,5.30215119661848
"WBGene00138796",-3.54608476198388,-0.429421139006255,-3.54608476198388,1.5305860827778
"WBGene00138797",-0.472622205691574,1.80406084797395,1.92634465766514,1.10949713247354
"WBGene00138799",-1.20129829351795,0.407641362862545,0.593105470276558,1.70252260698929
"WBGene00138800",-2.23366206186324,0.877725846238023,-3.54608476198388,2.20021014171625
"WBGene00138801",-1.85661838170394,2.48143470010423,-3.54608476198388,5.4053361712897
"WBGene00138803",0.796368515308942,1.72131392266721,-1.3154316104791,-0.802987069801062
"WBGene00138805",-3.54608476198388,2.20516289673825,-3.54608476198388,5.21014143303702
"WBGene00138806",4.27494712952976,4.96485661127076,4.15959849449729,3.78000106136675
"WBGene00138808",3.43957073480329,0.43386409932943,1.69935925124169,0.0850342576256874
"WBGene00138809",-3.54608476198388,-1.23022710159329,-2.03677803440828,1.99495007795288
"WBGene00138810",3.29771020189655,5.0243113688252,4.87448790447363,5.03885146102533
"WBGene00138811",-2.46700577773185,1.95654791315381,1.95604118020842,1.70252260698929
"WBGene00138813",0.369821783241311,3.71983500088036,2.91000525623755,3.2435136732781
"WBGene00138815",-3.54608476198388,-0.805309609998938,-3.54608476198388,1.90390488820085
"WBGene00138816",2.23922417998321,1.85346679171645,0.736897689586755,0.630652075582563
"WBGene00138817",-3.54608476198388,-2.45059320537259,-3.54608476198388,2.91088093980099
"WBGene00138818",3.96168666069957,5.51357965597229,4.31091033533665,4.9392020597807
"WBGene00138820",1.55743836465943,-3.54608476198388,-1.3154316104791,-3.54608476198388
"WBGene00138821",9.24614964996232,6.6872911377493,7.56655570137091,6.65310513424212
"WBGene00138823",-1.85661838170394,0.933928373306766,-1.3154316104791,-1.60215157093195
"WBGene00138824",4.68779644873979,-2.89676418778045,-3.54608476198388,-3.54608476198388
"WBGene00138825",1.69112206643513,4.56306588248408,2.06906766994163,3.06591492058042
"WBGene00138826",1.30277213558259,-3.54608476198388,-3.54608476198388,-3.54608476198388
"WBGene00138827",5.3252922730705,6.27854344252562,6.62554345082185,6.17235495668603
"WBGene00138828",-3.54608476198388,-1.60417207756656,-3.54608476198388,4.08983972115918
"WBGene00138829",-2.23366206186324,-1.83515491663461,-3.54608476198388,-0.091071829279391
"WBGene00138831",-3.54608476198388,4.23984469798265,3.54915198807911,3.14755745584523
"WBGene00138832",-0.350783780534936,-1.60417207756656,-2.03677803440828,2.31066774861193
"WBGene00138833",-0.410417188411214,2.82641174057208,-2.03677803440828,6.27128869532216
"WBGene00138834",3.10353114013555,5.94646423375715,0.736897689586755,1.90390488820085
"WBGene00138837",8.6559611355604,5.07517849804203,6.78502506339442,7.07045483233886
"WBGene00138838",7.11268137026384,7.61848608458689,7.23301259162757,7.04004506085064
"WBGene00138839",-3.54608476198388,3.764429446201,1.34262670889231,8.56107558321177
"WBGene00138840",2.11782951881873,6.59189820392946,8.12641819818674,7.20525563429856
"WBGene00138842",-2.03285772412421,2.69705996337763,2.76654618070813,2.16142814476118
"WBGene00138843",6.29311829776826,0.672797968571323,0.0485106703188786,-0.291703129392371
"WBGene00138845",-1.3106774049803,2.44965857669933,-0.646220374228106,2.20021014171625
"WBGene00138847",-1.3106774049803,2.39731454147951,2.38509697699444,2.31066774861193
"WBGene00138848",7.37357950559248,6.60890099675112,5.97385148017482,6.55739611013214
"WBGene00138849",7.08325599253596,4.94562067102732,5.2580004303978,4.59809232807543
"WBGene00138850",2.68617550477723,-3.54608476198388,-3.54608476198388,-3.54608476198388
"WBGene00138851",4.38427791414615,3.93936308875481,5.07726247023333,4.81975605644236
"WBGene00138852",-3.54608476198388,-0.745234855851125,0.154772013745717,2.41326648469931
"WBGene00138853",4.54988338913116,3.96431525896651,4.19115711009098,3.0447613881988
"WBGene00138854",0.848179975050987,2.64188715344291,1.38690773151867,2.71054076854566
"WBGene00138855",0.439035407726878,7.9396809572676,8.28765235674937,8.46182928416478
"WBGene00138856",5.12851114134617,-2.45059320537259,1.38690773151867,-1.60215157093195
"WBGene00138857",-2.23366206186324,0.0489859483994794,0.433378779355766,-0.802987069801062
"WBGene00138860",-2.23366206186324,0.297707227796028,-3.54608476198388,-1.60215157093195
"WBGene00138861",2.0308258208866,2.79134675831466,2.79968143230781,2.44590629148353
"WBGene00138863",0.898195058377912,3.49856041533894,1.69935925124169,2.83897377710228
"WBGene00138864",5.38789693653071,3.52624515426628,4.2818909792741,3.80537840983968
"WBGene00138865",1.78715782085839,5.97966320039771,4.31091033533665,5.39701376454044
"WBGene00138866",3.65124975554716,-0.57870353137251,-0.836750827762618,0.383484532783755
"WBGene00138867",6.79766240315822,6.74111408665475,6.50390104940777,6.55365711458632
"WBGene00138869",0.297119549714765,5.19213528078897,3.93941972953093,3.54410974829286
"WBGene00138870",1.44415936917708,2.55495796763259,0.253740768397452,3.51364063170473
"WBGene00138871",-0.915553730210587,2.90818131037473,1.95604118020842,2.73715835296862
"WBGene00138872",-3.54608476198388,-0.337844386744363,-3.54608476198388,1.95014557068241
"WBGene00138875",-2.46700577773185,3.53535658847291,2.96945538747441,3.2435136732781
"WBGene00138876",0.369821783241311,-0.745234855851125,-0.836750827762618,1.95014557068241
"WBGene00138877",8.91380583468866,5.18153439829906,6.77360456646213,6.38716822825433
"WBGene00138878",0.297119549714765,1.21667605025525,-3.54608476198388,1.5305860827778
"WBGene00138879",4.72983516626699,5.24862579873026,5.26987250327176,4.17017620495024
"WBGene00138881",6.07264221928024,3.38554462390509,4.78631609378414,2.5988696406036
"WBGene00138882",3.87067225515777,6.54793067881321,5.29623276489859,5.98516891870648
"WBGene00138883",5.59161800579853,5.20075116323745,5.2580004303978,5.69053447447566
"WBGene00138884",-2.23366206186324,3.06740577984072,2.36309854564678,3.1672660748606
"WBGene00138886",6.45955384929688,4.9805076299713,5.30491356274357,4.40410067852504
"WBGene00138887",-0.752328225542806,-0.93352833222328,-3.54608476198388,-1.60215157093195
"WBGene00138888",6.43223021996729,7.30552926525929,6.51142108913437,6.70290541133771
"WBGene00138889",6.19773652482901,6.86824328437162,7.1087962464066,5.57355328079924
"WBGene00138890",-3.54608476198388,-0.805309609998938,-3.54608476198388,0.241963222737029
"WBGene00138891",6.87463088384747,4.66759055735677,6.11051628734173,5.01185437301876
"WBGene00138892",2.67186976146409,2.97667252910497,3.4995982305683,3.49816131509187
"WBGene00138893",-3.54608476198388,2.03573115978984,1.51213697896511,2.53961593056752
"WBGene00138894",-3.54608476198388,-1.40511758847241,-2.03677803440828,-0.524813084880452
"WBGene00138895",-3.54608476198388,1.29028503662224,-3.54608476198388,4.89851133209862
"WBGene00138897",-1.20129829351795,1.18614764833779,-1.63148268242365,0.5123550439103
"WBGene00138898",-2.23366206186324,0.952186311628862,2.73263196572668,3.49816131509187
"WBGene00138899",4.1896560816724,5.63721912000332,4.91285124644406,4.76260016489576
"WBGene00138901",6.4173003021114,3.51400636580671,5.2991321717182,5.43409224102818
"WBGene00138902",3.42684833086927,-2.89676418778045,-3.54608476198388,-3.54608476198388
"WBGene00138903",0.404843623117553,-2.65649902172347,-2.03677803440828,-2.26883444669534
"WBGene00138905",2.98124095740288,1.6890178819538,-0.190834393020353,1.4683976564225
"WBGene00138906",5.03659693772701,3.92787694035747,6.38612690648972,4.67582641706492
"WBGene00138907",1.08253258893045,2.51866464888293,1.66380820145276,1.70252260698929
"WBGene00138909",0.873404245062293,-3.54608476198388,-3.54608476198388,-3.54608476198388
"WBGene00138911",6.59934125650134,4.09536061282685,6.03426254510877,4.05852147882098
"WBGene00138913",1.22651830272714,3.48294730434119,2.34075947812978,1.70252260698929
"WBGene00138915",0.369821783241311,3.69294428046681,1.20099372608245,2.50905074439116
"WBGene00138916",1.35742884990867,-3.54608476198388,-3.54608476198388,-3.54608476198388
"WBGene00138917",-0.0847942863762877,0.459618701922473,-3.54608476198388,1.26392385314947
"WBGene00138919",3.31622457519646,-2.65649902172347,-2.03677803440828,-3.54608476198388
"WBGene00138920",-1.42903450974358,2.42372394014329,2.22356086114442,2.37987110144371
"WBGene00138921",-0.472622205691574,5.78459380881865,5.60117966821256,5.48993996228735
"WBGene00138922",4.56350858131821,2.22782130331673,6.2307995623142,3.41817091525068
"WBGene00138924",3.41401273551792,0.628072461192419,-1.63148268242365,-0.802987069801062
"WBGene00138925",-3.54608476198388,1.5640000376082,3.8314079661534,-0.291703129392371
"WBGene00138929",1.88961392067191,1.91991036575307,1.92634465766514,2.44590629148353
"WBGene00138931",-3.54608476198388,-0.210534318051547,1.55157565582638,3.36795741874108
"WBGene00138934",-0.677155888262022,2.1665896743332,-0.836750827762618,6.36173451476093
"WBGene00138937",-3.09096601514301,0.209384660900367,-0.190834393020353,0.383484532783755
"WBGene00138938",0.742626816525443,0.915436407890649,-1.3154316104791,-0.802987069801062
"WBGene00138939",7.14863868656958,4.32462546514149,5.56790806291396,4.55385756125369
"WBGene00138940",2.7003407842429,-3.54608476198388,-3.54608476198388,-3.54608476198388
"WBGene00138941",4.63899080157931,-2.89676418778045,-2.03677803440828,-3.54608476198388
"WBGene00138942",-2.46700577773185,-0.57870353137251,-3.54608476198388,-0.802987069801062
"WBGene00138943",-2.03285772412421,1.83390697429651,2.79968143230781,0.0850342576256874
"WBGene00138944",5.82041569655285,5.80482901568811,3.55886171626963,2.0805890973828
"WBGene00138947",-3.54608476198388,-2.89676418778045,-3.54608476198388,1.02560740496015
"WBGene00138948",-2.74551301103543,-0.745234855851125,-0.190834393020353,0.739979884216343
"WBGene00138949",-0.915553730210587,3.33773705952957,-2.03677803440828,5.50163115943874
"WBGene00138950",-3.54608476198388,0.239430334499885,-1.3154316104791,1.26392385314947
"WBGene00138951",8.83705172990582,7.63252915368476,8.05831415670861,7.56047130219971
"WBGene00138952",1.91413009111289,3.40224195579443,2.42811240697981,3.31593300525295
"WBGene00138954",4.27020684564045,-0.527207201543285,1.15051468187187,-1.14792665558904
"WBGene00138956",-0.238438348224218,2.24273158971016,2.96945538747441,2.83897377710228
"WBGene00138958",0.333928581649195,-0.337844386744363,-0.646220374228106,0.739979884216343
"WBGene00138960",0.796368515308942,2.63059480010546,-0.836750827762618,0.630652075582563
"WBGene00138961",5.31612278531161,5.43055321629603,4.83507649277942,5.51322837548437
"WBGene00138962",-2.74551301103543,0.268863019129688,-2.03677803440828,5.66650058095807
"WBGene00138963",9.13484490767876,5.09790640896771,7.51698383230755,6.31390856251207
"WBGene00138965",1.16656072212246,1.30456665131874,1.38690773151867,0.383484532783755
"WBGene00138968",3.11943191065873,-1.60417207756656,-3.54608476198388,-0.291703129392371
"WBGene00138970",2.0308258208866,8.5410153209018,9.11533992590737,9.17572898490255
"WBGene00138971",2.71436833140826,1.38740893600955,1.24976608610766,1.33535063333514
"WBGene00138972",3.26948537547464,-1.40511758847241,-1.05632856271583,0.5123550439103
"WBGene00138973",7.86980246936033,5.17766013708002,7.7488550722391,6.99801667345588
"WBGene00138974",-2.74551301103543,2.13497089488282,-0.477942226203429,6.55552782364118
"WBGene00138975",9.28881296456438,3.71182028190557,6.66765785855785,6.9786272246886
"WBGene00138977",7.95939843476436,6.59189820392946,5.96475022619763,5.19101375818162
"WBGene00138979",1.74677981676117,7.97429141431866,8.01135185262757,7.49179046818138
"WBGene00138980",8.16362193573989,5.57230371829563,5.37254131328707,5.22901882229928
"WBGene00138981",-3.54608476198388,1.38740893600955,-3.54608476198388,3.51364063170473
"WBGene00138982",8.96649475405337,6.79900306020214,5.94267006561306,5.93431503312134
"WBGene00138983",-0.0370125108099499,3.54741633990409,2.69790127915177,3.35082355275572
"WBGene00138984",6.86719469077638,4.26379747450636,5.2991321717182,4.06903661426908
"WBGene00138987",4.52224078042036,3.0923149173518,4.49917975815374,2.93407501237807
"WBGene00138989",2.8728507231649,0.268863019129688,-1.3154316104791,-3.54608476198388
"WBGene00138991",6.90896221614539,4.64812291635327,5.45284810593445,4.25551023319195
"WBGene00138993",4.34874701796163,4.72976675899526,5.28749941772803,4.42061689244785
"WBGene00138994",9.23037296354734,-1.60417207756656,-0.477942226203429,-3.54608476198388
"WBGene00138995",5.72750602984912,5.02215248311464,6.09057278389595,4.1991853363706
"WBGene00138996",7.40743242493209,5.52962659022779,5.96475022619763,5.22432258135192
"WBGene00138997",2.5829218197187,-2.65649902172347,-3.54608476198388,-3.54608476198388
"WBGene00138998",8.50501376184224,4.01296108221926,6.9314244114346,4.03725845690473
"WBGene00138999",6.12936458162328,5.69595711465184,5.70539344736108,5.7208582992024
"WBGene00139000",1.54179011064241,-2.45059320537259,-2.03677803440828,-3.54608476198388
"WBGene00139002",4.54792638594986,4.92612478160242,4.07416147539655,4.30971850221413
"WBGene00139003",6.05069649725071,4.23984469798265,4.42148062858265,3.28017769803161
"WBGene00139004",-2.03285772412421,-0.294147466062952,-2.6024514053579,-1.14792665558904
"WBGene00139005",6.08821202386752,6.33485705443165,7.23679803648369,6.19413363915192
"WBGene00139006",-3.54608476198388,0.952186311628862,-2.03677803440828,1.95014557068241
"WBGene00139010",1.35742884990867,3.70106425532031,-0.190834393020353,-0.291703129392371
"WBGene00139011",3.00995840641666,4.50395675896478,4.57290724085245,4.70308615937537
"WBGene00139012",5.07515569804662,5.69866320228715,5.68114897558856,7.1884757733541
"WBGene00139013",6.67481283564429,-1.23022710159329,4.75286884347949,0.0850342576256874
"WBGene00139014",5.00983254183112,3.54139906536001,3.79900159949602,3.06591492058042
"WBGene00139015",3.17120333702641,4.68270437781645,2.96945538747441,4.49268562209831
"WBGene00139016",3.18133835881189,-2.11030249450788,-0.190834393020353,-3.54608476198388
"WBGene00139018",5.91682993592069,6.27038111995057,5.60352710602485,6.02351869897537
"WBGene00139019",5.12982006907698,4.34894546484368,2.73263196572668,2.81418559899177
"WBGene00139020",2.0308258208866,5.10302228718655,4.06055637010663,4.78828272778517
"WBGene00139021",2.42128390448142,3.651644393502,3.72331091919743,3.71453319985613
"WBGene00139022",0.220558277437226,4.26013821762199,3.45869204756302,4.44504200979316
"WBGene00139023",1.78715782085839,5.59934565344583,5.47609359749348,5.50550726570059
"WBGene00139024",-3.09096601514301,0.17869992105076,0.987527493247188,1.80672470623713
"WBGene00139025",3.83901184158539,2.99879893398876,2.71537113096581,1.80672470623713
"WBGene00139026",4.36439956632034,-2.11030249450788,-3.54608476198388,-3.54608476198388
"WBGene00139027",-3.54608476198388,1.61072410008135,-3.54608476198388,5.26604835856285
"WBGene00139028",8.1810887748146,4.44876608668826,5.61054658872599,4.862696147242
"WBGene00139029",7.84809759487295,5.04678673495703,5.44239531990485,4.73645210709847
"WBGene00139030",6.88822959985743,6.6797780062814,7.60748036176688,6.38716822825433
"WBGene00139031",-2.23366206186324,-1.60417207756656,-2.03677803440828,1.90390488820085
"WBGene00139033",2.735157185898,-2.89676418778045,-2.03677803440828,-3.54608476198388
"WBGene00139034",-2.74551301103543,1.69986375823419,3.40587228771348,3.14755745584523
"WBGene00139035",3.29771020189655,2.53086414988653,2.09599294614668,2.44590629148353
"WBGene00139036",0.568232954543466,-1.40511758847241,-2.03677803440828,-1.14792665558904
"WBGene00139037",-3.54608476198388,1.13910851926791,-3.54608476198388,-3.54608476198388
"WBGene00139038",4.69311876844309,3.51093037692982,1.83340125557803,3.2981661173655
"WBGene00139039",2.62065210536863,3.0799141071356,1.6273589178094,2.95690208841956
"WBGene00139040",4.84588379816835,2.00981665121087,4.24627923360022,2.16142814476118
"WBGene00139041",3.61432147474733,-2.65649902172347,-3.54608476198388,-3.54608476198388
"WBGene00139042",0.796368515308942,-0.687561971064253,-3.54608476198388,-2.26883444669534
"WBGene00139043",3.45636127744087,1.04016296739932,1.6273589178094,1.90390488820085
"WBGene00139044",9.0259645155053,11.0695109656411,12.0471676892831,10.9145203474124
"WBGene00139045",8.20829343897865,5.30120801933881,5.58226138033446,4.17017620495024
"WBGene00139048",-3.54608476198388,0.17869992105076,-1.3154316104791,-0.802987069801062
"WBGene00139049",2.7758572327363,5.23843342671084,4.12733407348956,4.68952067141235
"WBGene00139050",3.99941041044144,3.93477959730823,3.19790265364394,3.70107542275103
"WBGene00139053",4.71595792401585,4.8132928745255,3.74898491655023,3.93749506767894
"WBGene00139054",-0.537630661517638,-3.54608476198388,0.666792295331969,-3.54608476198388
"WBGene00139055",2.10723669923863,3.56531903011267,4.74438444864738,4.62684620577166
"WBGene00139056",1.16656072212246,2.59617752299841,3.2587422727616,3.52895562538069
"WBGene00139057",-1.55797632334384,-0.93352833222328,-3.54608476198388,3.02329307064434
"WBGene00139058",1.80036986887705,4.34549617882047,5.51402264950722,4.95629564338411
"WBGene00139059",1.67686553190207,4.44876608668826,4.44784804231702,4.22762264298486
"WBGene00139062",2.67186976146409,2.65866166549146,4.13384494087466,4.32734455186338
"WBGene00139063",-0.677155888262022,3.42202696274538,2.64418541566168,3.78000106136675
"WBGene00139064",1.55743836465943,4.20219976287839,-0.190834393020353,-2.26883444669534
"WBGene00139065",-1.09963063193276,1.54005801133328,0.346353935940815,0.630652075582563
"WBGene00139066",2.47170466221387,2.75020029552272,2.06906766994163,3.33348375180046
"WBGene00139067",-2.23366206186324,-0.210534318051547,-1.3154316104791,-0.291703129392371
"WBGene00139069",0.568232954543466,0.534233735102529,-3.54608476198388,-1.14792665558904
"WBGene00139070",3.5015523817547,-2.89676418778045,-3.54608476198388,-3.54608476198388
"WBGene00139073",-2.74551301103543,1.00561338711922,-0.190834393020353,1.26392385314947
"WBGene00139074",1.52597026427841,2.44321849407511,0.867648292098241,1.99495007795288
"WBGene00139075",0.568232954543466,2.5247772942947,2.14838129544556,2.37987110144371
"WBGene00139076",2.67186976146409,1.63353065346212,1.29694340283303,0.936536860164759
"WBGene00139077",-2.03285772412421,4.90167210235586,3.40587228771348,3.86693492944086
"WBGene00139079",5.46666528739168,3.05478805476753,3.4894799064055,3.02329307064434
"WBGene00139081",2.52838469007091,0.0825241033776002,-1.05632856271583,0.383484532783755
"WBGene00139083",6.40491979434562,5.5906307114892,4.91285124644406,5.56985597917212
"WBGene00139085",-0.752328225542806,4.57194842076662,1.51213697896511,8.93614112669998
"WBGene00139086",3.7223861089397,3.6033624779147,3.83939708348224,3.06591492058042
"WBGene00139087",-2.23366206186324,2.11889778566024,2.38509697699444,2.53961593056752
"WBGene00139088",-2.23366206186324,1.54005801133328,-3.54608476198388,5.27969301539262
"WBGene00139089",-0.238438348224218,-1.31502383206748,-0.190834393020353,2.41326648469931
"WBGene00139090",-1.3106774049803,-0.251735239087218,-2.03677803440828,-0.802987069801062
"WBGene00139091",-0.238438348224218,1.78381478795759,3.27060826754442,2.20021014171625
"WBGene00139092",4.84906611141435,5.60872780870863,4.62929116436092,5.4300191569635
"WBGene00139093",5.03659693772701,3.81518747567867,4.07416147539655,4.26468757557468
"WBGene00139094",3.42684833086927,-2.89676418778045,-3.54608476198388,-3.54608476198388
"WBGene00139095",6.78857504077729,4.67996816120469,5.24903181958084,3.83031707023645
"WBGene00139096",-1.55797632334384,-0.687561971064253,-0.646220374228106,-1.14792665558904
"WBGene00139097",9.08906407664617,6.71026921768888,6.10555619825551,5.99347298135441
"WBGene00139098",-3.09096601514301,3.18786132078854,2.78320893409349,3.91435635666367
"WBGene00139099",6.55325858832359,4.32287253337106,5.74207870173349,4.32734455186338
"WBGene00139100",1.4100902494246,3.56828133163848,3.74047758225708,3.84262658141069
"WBGene00139101",4.54400439756388,3.75145591340735,4.76968939603746,3.18670907942679
"WBGene00139102",-3.54608476198388,2.20516289673825,-1.3154316104791,6.75593322055718
"WBGene00139103",-1.85661838170394,5.01890808503927,5.45024200089055,4.88071487668233
"WBGene00139104",7.04664952582319,9.96990329943631,10.5715418158238,9.4606561883835
"WBGene00139105",5.10208006235346,4.4519773632276,4.50421388974678,4.4369461641211
"WBGene00139106",2.97542822888109,-3.54608476198388,-3.54608476198388,-3.54608476198388
"WBGene00139107",6.21633863167306,4.11169660995127,3.6794787473749,3.6874909255363
"WBGene00139108",-3.54608476198388,0.672797968571323,-0.646220374228106,-0.291703129392371
"WBGene00139110",-1.20129829351795,-1.23022710159329,-3.54608476198388,0.0850342576256874
"WBGene00139111",3.14036394343605,-0.805309609998938,-0.836750827762618,2.37987110144371
"WBGene00139112",2.12834512842103,-3.54608476198388,-3.54608476198388,-2.26883444669534
"WBGene00139113",2.45509277112932,-0.93352833222328,-3.54608476198388,-3.54608476198388
"WBGene00139114",-0.238438348224218,2.68072853036256,1.38690773151867,7.19088487835558
"WBGene00139115",-3.54608476198388,-2.89676418778045,-3.54608476198388,0.0850342576256874
"WBGene00139116",6.87267770401027,8.87561922100182,8.40937408214082,8.18563849790071
"WBGene00139117",-1.09963063193276,-0.745234855851125,-3.54608476198388,-1.60215157093195
"WBGene00139118",9.30693495586097,3.38554462390509,6.30479384244178,3.52895562538069
"WBGene00139119",3.18133835881189,3.473497684056,3.12133763251169,2.16142814476118
"WBGene00139121",7.37909366788518,5.31714449095364,3.2587422727616,3.93749506767894
"WBGene00139122",4.54007171812248,2.90818131037473,2.73263196572668,1.70252260698929
"WBGene00139123",-1.20129829351795,3.85939126458599,1.15051468187187,7.9802281445461
"WBGene00139124",4.17704935446107,3.76958636831245,2.94003652552069,3.35082355275572
"WBGene00139125",-3.54608476198388,0.858494362808639,-3.54608476198388,3.91435635666367
"WBGene00139126",0.259346725392894,-2.89676418778045,-3.54608476198388,-1.60215157093195
"WBGene00139127",-3.54608476198388,-1.83515491663461,-3.54608476198388,1.70252260698929
"WBGene00139128",0.505079950241799,0.239430334499885,1.4298700013278,1.10949713247354
"WBGene00139131",8.16282294164982,8.24021890003114,7.34737657232831,7.83837979317052
"WBGene00139132",5.01409164884937,-2.11030249450788,-2.03677803440828,-3.54608476198388
"WBGene00139133",6.91580740306797,5.67824272730774,7.15753830206335,6.80708083981226
"WBGene00139134",2.32400430999717,2.6916366679339,4.38373741807156,2.65578541630789
"WBGene00139135",5.05324846831588,8.41740669558698,8.71232135359629,8.06540740942741
"WBGene00139136",2.16965745813178,0.896704337959304,-0.477942226203429,0.84160322329688
"WBGene00139137",6.48585857760474,4.34722185267807,4.79044299940862,4.24627413750541
"WBGene00139138",-1.69958363851393,4.20219976287839,-2.03677803440828,-0.802987069801062
"WBGene00139140",-3.54608476198388,-3.18519835385874,-3.54608476198388,3.63183649635349
"WBGene00139142",1.24596292849819,-1.83515491663461,-1.63148268242365,-1.60215157093195
"WBGene00139143",-0.472622205691574,2.73446270492124,0.867648292098241,2.81418559899177
"WBGene00139144",2.40407764284625,0.915436407890649,-0.836750827762618,-1.60215157093195
"WBGene00139145",1.73306538381423,-3.54608476198388,-3.54608476198388,-3.54608476198388
"WBGene00139147",-2.23366206186324,-0.745234855851125,-3.54608476198388,3.54410974829286
"WBGene00139148",-1.69958363851393,4.99378896291456,2.8479996395912,4.79463256214766
"WBGene00139149",7.43469577370549,5.44834932771364,6.05842067613818,5.82998607184721
"WBGene00139150",1.14600804364509,3.94621113746755,3.39507224697608,2.53961593056752
"WBGene00139152",6.93689818067711,4.5586040204475,7.058349664059,4.92190351419466
"WBGene00139153",-3.54608476198388,0.716178515550765,-3.54608476198388,3.31593300525295
"WBGene00139155",1.71921932758722,4.01513375569951,1.09820516517542,8.31219060871023
"WBGene00139158",-2.23366206186324,0.799212180080944,-2.03677803440828,4.39577112097128
"WBGene00139159",0.822506820588999,0.650608526882462,-3.54608476198388,-0.291703129392371
"WBGene00139160",0.0540504609722164,-1.60417207756656,-3.54608476198388,-0.291703129392371
"WBGene00139161",-0.537630661517638,2.00981665121087,-1.3154316104791,-0.291703129392371
