"","EE-PB2801_EE","L4-PB2801_L4","YA_female-PB2801_YAF","YA_male-PB2801_YAM"
"WBGene00138756",-2.07010876143673,0.484458536251963,-4.66111003948439,2.75804304858156
"WBGene00138757",0.39804007430168,-4.03910341980505,-2.33918194459702,-4.03637281776855
"WBGene00138758",-1.58468193426649,9.65614662507074,7.8344951917064,6.83784011706233
"WBGene00138760",-0.249078902482046,3.85450148505324,3.01837006002106,2.30347718511608
"WBGene00138761",6.30984714569064,5.76792943616328,5.20771251529061,4.80597752564526
"WBGene00138763",6.19511557548789,5.83833410216557,5.75779669177351,5.31897827865627
"WBGene00138764",-1.11901836191767,1.2462987990572,0.468172977460581,2.26740793040856
"WBGene00138765",1.07828307845594,2.86538067809637,3.41035232307224,3.85237043112971
"WBGene00138766",-5.97699935704525,1.83372533972984,1.40497915097339,1.51821603390909
"WBGene00138767",-2.51756773840795,4.5719213775023,-2.33918194459702,-1.71444472288118
"WBGene00138768",4.24820807989826,5.30652359234872,5.595098649043,4.37725511125563
"WBGene00138770",-3.65507126215788,2.32896645672703,-0.960670321343293,-4.03637281776855
"WBGene00138771",4.42494676693129,3.58294839965133,1.01131530248711,1.38989193693355
"WBGene00138772",-0.30457401507375,-2.45414091908389,-4.66111003948439,-1.71444472288118
"WBGene00138773",5.39096135259632,2.98990766685402,4.69863952083794,3.82781332688573
"WBGene00138774",-0.195639643520586,-0.746321670577204,-4.66111003948439,-1.71444472288118
"WBGene00138776",3.05917425550824,1.90106333067777,3.33324339737447,2.23041372292636
"WBGene00138778",0.988784927616842,2.48759142573693,1.4886370800203,1.32117918684954
"WBGene00138779",3.07556869375891,-4.03910341980505,-4.66111003948439,-4.03637281776855
"WBGene00138780",2.50278090698385,4.87318716354606,4.16225720056185,4.86750902796764
"WBGene00138782",-2.80707435560293,-1.96871409191365,-1.20167842084709,-0.335933099627453
"WBGene00138785",2.47008386916441,-4.03910341980505,0.548343326144564,-1.71444472288118
"WBGene00138786",2.7129986143742,-2.66059179655132,-4.66111003948439,-4.03637281776855
"WBGene00138787",4.7398201042847,1.49071752672365,3.81056517490766,1.51821603390909
"WBGene00138789",0.530795283153451,-2.90159989605512,-4.66111003948439,-1.71444472288118
"WBGene00138790",-3.65507126215788,3.55634056478443,2.61501436578985,3.72517841467593
"WBGene00138791",2.14712195478394,4.34891386554008,5.0130822286613,4.6325121664977
"WBGene00138793",-3.65507126215788,3.72244781263943,3.37780894980792,5.30124908422396
"WBGene00138796",-5.97699935704525,-0.579671801167753,-4.66111003948439,1.51821603390909
"WBGene00138797",-0.619447352427162,1.77339480552851,1.90874556884656,1.09291019917642
"WBGene00138799",-1.45343740098823,0.325469012490806,0.548343326144564,1.69154763679465
"WBGene00138800",-2.80707435560293,0.818877575322522,-4.66111003948439,2.19244587272734
"WBGene00138801",-2.27655963890415,2.46233572535382,-4.66111003948439,5.40449634984232
"WBGene00138803",0.737246160620877,1.68881703475815,-1.49118503804207,-0.866447816326233
"WBGene00138805",-5.97699935704525,2.18200030556283,-4.66111003948439,5.20917988848714
"WBGene00138806",4.2697412414479,4.96146002290506,4.155873583771,3.77740837344849
"WBGene00138808",3.43026840719949,0.35321400297371,1.67873996340024,0.051090023481794
"WBGene00138809",-5.97699935704525,-1.50305051956484,-2.33918194459702,1.98599499525991
"WBGene00138810",3.28744324318136,5.02105207544955,4.87221969282145,5.03776864498396
"WBGene00138811",-3.16964443498764,1.92898733224021,1.93880280270274,1.69154763679465
"WBGene00138813",0.289787183649656,3.7117710198518,2.90113238473669,3.23975158750569
"WBGene00138815",-5.97699935704525,-1.00347951007433,-4.66111003948439,1.89436451979434
"WBGene00138816",2.217757497377,1.82384382821587,0.696441965133698,0.60748337200618
"WBGene00138817",-5.97699935704525,-3.1911065132501,-4.66111003948439,2.90614168757069
"WBGene00138818",3.95521539492314,5.51125859559568,4.30755675371082,4.93804177203698
"WBGene00138820",1.52284653003796,-6.36103151469241,-1.49118503804207,-4.03637281776855
"WBGene00138821",9.24598417039539,6.68626283809059,7.56620506042111,6.65275158714471
"WBGene00138823",-2.27655963890415,0.877373224632667,-1.49118503804207,-1.71444472288118
"WBGene00138824",4.68388791325732,-4.03910341980505,-4.66111003948439,-4.03637281776855
"WBGene00138825",1.6596252634984,4.55857672391084,2.05313547818174,3.06165926519198
"WBGene00138826",1.26140538227983,-6.36103151469241,-4.66111003948439,-4.03637281776855
"WBGene00138827",5.32278104581329,6.27717811194117,6.62487006644383,6.17186154057124
"WBGene00138828",-5.97699935704525,-1.96871409191365,-4.66111003948439,4.08774849406064
"WBGene00138829",-2.80707435560293,-2.27356867344207,-4.66111003948439,-0.129482222160027
"WBGene00138831",-5.97699935704525,4.23422596675662,3.54346110476482,3.14353627224639
"WBGene00138832",-0.485146260715571,-1.96871409191365,-2.33918194459702,2.30347718511608
"WBGene00138833",-0.550734602343147,2.81139599395307,-2.33918194459702,6.27082799137226
"WBGene00138834",3.09177892094017,5.9447452542174,0.696441965133698,1.89436451979434
"WBGene00138837",8.65571190649169,5.07203225042966,6.78442217954393,7.07019012267634
"WBGene00138838",7.11195447077266,7.61794701199532,7.23257069890652,7.03977471025396
"WBGene00138839",-5.97699935704525,3.75661158669668,1.31616988401553,8.56098143520306
"WBGene00138840",2.09446300551138,6.59079957219584,8.1261803870752,7.20501454623039
"WBGene00138842",-2.51756773840795,2.6806276369448,2.75674247540151,2.15345174111147
"WBGene00138843",6.29183501229851,0.604752769969675,-0.0172538497096605,-0.335933099627453
"WBGene00138845",-1.58468193426649,2.43013137386261,-0.754219443875867,2.19244587272734
"WBGene00138847",-1.58468193426649,2.37706074492808,2.37231296205307,2.30347718511608
"WBGene00138848",7.37297291697433,6.60781524420388,5.97279336986413,6.55701830502319
"WBGene00138849",7.08251410688848,4.94217843425236,5.25626203999246,4.59662237937441
"WBGene00138850",2.67045906940968,-6.36103151469241,-4.66111003948439,-4.03637281776855
"WBGene00138851",4.37945261317651,3.93244013414572,5.0752918918339,4.81849556549169
"WBGene00138852",-5.97699935704525,-0.934766759990314,0.0937774626790833,2.40657067808018
"WBGene00138853",4.54558217420958,3.95751129501031,4.18751290094495,3.04044277928229
"WBGene00138854",0.791184967731681,2.62481042231093,1.36125777354407,2.7050941686326
"WBGene00138855",0.36285064583938,7.93924953836009,8.28743970776135,8.46172842622631
"WBGene00138856",5.12563253180972,-3.1911065132501,1.36125777354407,-1.71444472288118
"WBGene00138857",-2.80707435560293,-0.0572507665153095,0.383284079874068,-0.866447816326233
"WBGene00138860",-2.80707435560293,0.208824093638536,-4.66111003948439,-1.71444472288118
"WBGene00138861",2.00599421764906,2.77595959738782,2.79010107234794,2.43936061319785
"WBGene00138863",0.843179605369943,3.48915532295336,1.67873996340024,2.83399190181486
"WBGene00138864",5.38549244900082,3.51701939803612,4.27846917483031,3.8028309703284
"WBGene00138865",1.75771026318059,5.97798335355767,4.30755675371082,5.39616908261971
"WBGene00138866",3.64322046846224,-0.746321670577204,-0.960670321343293,0.355944605010215
"WBGene00138867",6.79675801509455,6.74012346390811,6.50316839881679,6.55327832874624
"WBGene00138869",0.212825201834772,5.18923429217633,3.93507971666003,3.5410560102672
"WBGene00138870",1.40670493542881,2.5368139413131,0.196870955643187,3.51052164211909
"WBGene00138871",-1.11901836191767,2.89399705512632,1.93880280270274,2.73181150700838
"WBGene00138872",-5.97699935704525,-0.478388465330571,-4.66111003948439,1.94090710573137
"WBGene00138875",-3.16964443498764,3.52618910077597,2.96094177997199,3.23975158750569
"WBGene00138876",0.289787183649656,-0.934766759990314,-0.960670321343293,1.94090710573137
"WBGene00138877",8.91359743122262,5.17861199154562,6.77299688912557,6.38674309237856
"WBGene00138878",0.212825201834772,1.1703499458239,-4.66111003948439,1.51821603390909
"WBGene00138879",4.72603903194117,5.24583632268174,5.26814836915259,4.16819832648066
"WBGene00138881",6.07114689717432,3.37537041662588,4.78390480638404,2.59298380231106
"WBGene00138882",3.86377856654981,6.54679802988572,5.29453986804399,5.98460712113567
"WBGene00138883",5.58953042557893,5.19786746645429,5.25626203999246,5.68984534156365
"WBGene00138884",-2.80707435560293,3.05471025359768,2.35011721593887,3.16329952706782
"WBGene00138886",6.45841046611808,4.9771477352077,5.30323082830803,4.40241903480972
"WBGene00138887",-0.932605237686792,-1.15157814906346,-4.66111003948439,-1.71444472288118
"WBGene00138888",6.43106496286943,7.30485952006508,6.5106922491986,6.70256386390759
"WBGene00138889",6.19636547380379,6.86733626314442,7.10831460206837,5.57280592037343
"WBGene00138890",-5.97699935704525,-1.00347951007433,-4.66111003948439,0.21155469567504
"WBGene00138891",6.87377350526808,4.66341560934823,6.10955385343237,5.01075109434548
"WBGene00138892",2.65599584009771,2.96314903192633,3.49370806956772,3.49500864274777
"WBGene00138893",-5.97699935704525,2.0096558921148,1.4886370800203,2.5334827905624
"WBGene00138894",-5.97699935704525,-1.71717532491769,-2.33918194459702,-0.576941199131248
"WBGene00138895",-5.97699935704525,1.2462987990572,-4.66111003948439,4.89731783718369
"WBGene00138897",-1.45343740098823,1.13881437239079,-1.85375511742678,0.487189138288468
"WBGene00138898",-2.80707435560293,0.896356328000239,2.72259425298967,3.49500864274777
"WBGene00138899",4.18413252593906,5.63508884834063,4.91064260401916,4.76128870808521
"WBGene00138901",6.41612291654429,3.50470175615935,5.29744267594663,5.43326899947097
"WBGene00138902",3.41746333756507,-4.03910341980505,-4.66111003948439,-4.03637281776855
"WBGene00138903",0.326781391131858,-3.55367659263481,-2.33918194459702,-2.45141031704739
"WBGene00138905",2.96844447933267,1.65577677299414,-0.268792616705625,1.45548027856113
"WBGene00138906",5.03352874884124,3.92089851226303,6.38533190852293,4.67443361593081
"WBGene00138907",1.03422789837801,2.50005539130298,1.64267070869272,1.69154763679465
"WBGene00138909",0.817416509304861,-6.36103151469241,-4.66111003948439,-4.03637281776855
"WBGene00138911",6.59830351802815,4.08914873247234,6.03324784773707,4.05638432315131
"WBGene00138913",1.18287197973314,3.47343953529181,2.32757464728778,1.69154763679465
"WBGene00138915",0.289787183649656,3.68472814669027,1.17177997468036,2.50278599333949
"WBGene00138916",1.31762139184638,-6.36103151469241,-4.66111003948439,-4.03637281776855
"WBGene00138917",-0.195639643520586,0.380435471708734,-4.66111003948439,1.2490294010937
"WBGene00138919",3.30608899597876,-3.55367659263481,-2.33918194459702,-4.03637281776855
"WBGene00138920",-1.72907184360166,2.40384007604368,2.20925468009902,2.37301811836916
"WBGene00138921",-0.619447352427162,5.78267056216552,5.59980949417852,5.48914799132652
"WBGene00138922",4.55924785864288,2.20502252347868,6.22991415066511,3.41483829406378
"WBGene00138924",3.40454359413934,0.557831722582182,-1.85375511742678,-0.866447816326233
"WBGene00138925",-5.97699935704525,1.52771173420585,3.82672999433867,-0.335933099627453
"WBGene00138929",1.8622044310517,1.89163391775784,1.90874556884656,2.43936061319785
"WBGene00138931",-5.97699935704525,-0.338663701663958,1.52871451939563,3.36450661851364
"WBGene00138934",-0.847716340100279,2.14279422330334,-0.960670321343293,6.36130181517972
"WBGene00138937",-4.39203685632409,0.114701916273985,-0.268792616705625,0.355944605010215
"WBGene00138938",0.68121212570655,0.858137005769749,-1.49118503804207,-0.866447816326233
"WBGene00138939",7.14792968955723,4.3193280088213,5.56650590392984,4.55234181781372
"WBGene00138940",2.68477874072674,-6.36103151469241,-4.66111003948439,-4.03637281776855
"WBGene00138941",4.63494758477474,-4.03910341980505,-2.33918194459702,-4.03637281776855
"WBGene00138942",-3.16964443498764,-0.746321670577204,-4.66111003948439,-0.866447816326233
"WBGene00138943",-2.51756773840795,1.80387541198328,2.79010107234794,0.051090023481794
"WBGene00138944",5.81863448746153,5.80293257671986,3.55320908131638,2.07215163900962
"WBGene00138947",-5.97699935704525,-4.03910341980505,-4.66111003948439,1.00802130158991
"WBGene00138948",-3.65507126215788,-0.934766759990314,-0.268792616705625,0.718514684394923
"WBGene00138949",-1.11901836191767,3.32721879444077,-2.33918194459702,5.50084558277005
"WBGene00138950",-5.97699935704525,0.146763125506284,-1.49118503804207,1.2490294010937
"WBGene00138951",8.83683192687994,7.63199530594342,8.05806484284369,7.56028284990612
"WBGene00138952",1.88718678760904,3.39218523448654,2.41570555756645,3.31235533646253
"WBGene00138954",4.26498379264908,-0.688606172720917,1.12024967404027,-1.22901789571094
"WBGene00138956",-0.362289512930037,2.22016906723254,2.96094177997199,2.83399190181486
"WBGene00138958",0.251819333450636,-0.478388465330571,-0.754219443875867,0.718514684394923
"WBGene00138960",0.737246160620877,2.61338307511311,-0.960670321343293,0.60748337200618
"WBGene00138961",5.31359553103733,5.42809453173282,4.83274540975644,5.51244909069021
"WBGene00138962",-3.65507126215788,0.178127296415619,-2.33918194459702,5.665799867597
"WBGene00138963",9.13466613890926,5.09480939443399,7.51662092754889,6.3134612736887
"WBGene00138965",1.12103272591528,1.26102030476396,1.36125777354407,0.355944605010215
"WBGene00138968",3.10780903075912,-1.96871409191365,-4.66111003948439,-0.335933099627453
"WBGene00138970",2.00599421764906,8.5407310404464,9.11522017465571,9.17566752347
"WBGene00138971",2.6989576758965,1.34632761738847,1.22153300987746,1.32117918684954
"WBGene00138972",3.25901483485484,-1.71717532491769,-1.20167842084709,0.487189138288468
"WBGene00138973",7.86937250691636,5.17472986329424,7.74854607357546,6.99773832832805
"WBGene00138974",-3.65507126215788,2.11064369969963,-0.573647198234046,6.55514952880219
"WBGene00138975",9.28865231303611,3.70371125005784,6.66700385534927,6.97834511209146
"WBGene00138977",7.95899437786496,6.59079957219584,5.96368541637585,5.19003937502024
"WBGene00138979",1.71648760045408,7.97387022856949,8.01109428447965,7.49159282336541
"WBGene00138980",8.16327124507724,5.57007531833693,5.37093568744642,5.22806978245806
"WBGene00138981",-5.97699935704525,1.34632761738847,-4.66111003948439,3.51052164211909
"WBGene00138982",8.96629383215698,6.79805142103849,5.94158882553358,5.93373307284364
"WBGene00138983",-0.144109342880503,3.5383254082307,2.68761811474669,3.34733147470551
"WBGene00138984",6.86633287917233,4.25827144072327,5.29744267594663,4.06691499064348
"WBGene00138987",4.51785622744595,3.07983765291846,4.49623689587846,2.92941146689354
"WBGene00138989",2.85905099801282,0.178127296415619,-1.49118503804207,-4.03637281776855
"WBGene00138991",6.90812501005885,4.64389116387663,5.45132946729717,4.25364602916407
"WBGene00138993",4.34380119183639,4.72576817093104,5.28579623497201,4.41895440253602
"WBGene00138994",9.23020566211884,-1.96871409191365,-0.573647198234046,-4.03637281776855
"WBGene00138995",5.725606245065,5.01888830295413,6.08959694674056,4.19724685899116
"WBGene00138996",7.40683991180921,5.52733122647823,5.96368541637585,5.22337044592224
"WBGene00138997",2.56603246320999,-3.55367659263481,-4.66111003948439,-4.03637281776855
"WBGene00138998",8.50473701838933,4.00638323655441,6.93087972813074,4.03508954478808
"WBGene00138999",6.12792694676253,5.69391190188091,5.70411880976716,5.72018350475554
"WBGene00139000",1.50681642021901,-3.1911065132501,-2.33918194459702,-4.03637281776855
"WBGene00139002",4.54361932351103,4.92263565279909,4.07020899154068,4.30792309014727
"WBGene00139003",6.04917823984398,4.23422596675662,4.41837474434243,3.27651013751581
"WBGene00139004",-2.51756773840795,-0.430294177129526,-3.07614753876323,-1.22901789571094
"WBGene00139005",6.08673276315167,6.33354402283358,7.23635730223751,6.19364761793709
"WBGene00139006",-5.97699935704525,0.896356328000239,-2.33918194459702,1.94090710573137
"WBGene00139010",1.31762139184638,3.69289436683869,-0.268792616705625,-0.335933099627453
"WBGene00139011",2.99741523276028,4.49927954022707,4.5701111412268,4.70171944185195
"WBGene00139012",5.07216851532692,5.69662182527152,5.67985272476731,7.18823186376995
"WBGene00139013",6.67382801709352,-1.50305051956484,4.75040094852769,0.051090023481794
"WBGene00139014",5.0067068356141,3.53227001616815,3.79421718082018,3.06165926519198
"WBGene00139015",3.15999175503498,4.67857300326135,2.96094177997199,4.49110418829185
"WBGene00139016",3.17020556789698,-2.66059179655132,-0.268792616705625,-4.03637281776855
"WBGene00139018",5.91516395281672,6.26900803796368,5.60215916088828,6.02297164305588
"WBGene00139019",5.12694407284631,4.34373672467019,2.72259425298967,2.80911723317583
"WBGene00139020",2.00599421764906,5.09993624787801,4.05656638358201,4.78699442227769
"WBGene00139021",2.40237901002602,3.64318895162578,3.71826832758688,3.71182003182092
"WBGene00139022",0.131525099732924,4.25459812227569,3.4526321265648,4.44340744626055
"WBGene00139023",1.75771026318059,5.59715866900132,5.47459924662001,5.50472379758098
"WBGene00139024",-4.39203685632409,0.0819119811563156,0.953599804630823,1.7965171963962
"WBGene00139025",3.83196481787402,2.98548221847322,2.70521217476143,1.7965171963962
"WBGene00139026",4.35950720276501,-2.66059179655132,-4.66111003948439,-4.03637281776855
"WBGene00139027",-5.97699935704525,1.57560642431016,-4.66111003948439,5.265123377214
"WBGene00139028",8.1807423073252,4.4439061573595,5.60918528698765,4.86147263823697
"WBGene00139029",7.8476611108436,5.0435778831453,5.44086563146485,4.73511665173205
"WBGene00139030",6.88738026914099,6.67874433454127,7.60713953251011,6.38674309237856
"WBGene00139031",-2.80707435560293,-1.96871409191365,-2.33918194459702,1.89436451979434
"WBGene00139033",2.71996816918904,-4.03910341980505,-2.33918194459702,-4.03637281776855
"WBGene00139034",-3.65507126215788,1.66687448187747,3.39958589220317,3.14353627224639
"WBGene00139035",3.28744324318136,2.51241259782296,2.08035694691676,2.43936061319785
"WBGene00139036",0.498734073921152,-1.71717532491769,-2.33918194459702,-1.22901789571094
"WBGene00139037",-5.97699935704525,1.09017959713992,-4.66111003948439,-4.03637281776855
"WBGene00139038",4.68922464575793,3.50160584286638,1.81462339148201,3.29454406034607
"WBGene00139039",2.60420122487971,3.06732865801188,1.60567650121052,2.95231186900362
"WBGene00139040",4.84238143381935,1.9832643932234,4.24277180625179,2.15345174111147
"WBGene00139041",3.60608341045769,-3.55367659263481,-4.66111003948439,-4.03637281776855
"WBGene00139042",0.737246160620877,-0.869178418362738,-4.66111003948439,-2.45141031704739
"WBGene00139043",3.44716693177286,0.987696639538665,1.60567650121052,1.89436451979434
"WBGene00139044",9.02577171615768,11.069461873551,12.0471521121814,10.9145019824234
"WBGene00139045",8.207953448079,5.29851848218746,5.58087311020994,4.16819832648066
"WBGene00139048",-5.97699935704525,0.0819119811563156,-1.49118503804207,-0.866447816326233
"WBGene00139049",2.76109290257524,5.23562415298225,4.12352480607314,4.6881410353514
"WBGene00139050",3.99310653356694,3.92783455947341,3.19063900193167,3.69833680245729
"WBGene00139053",4.71212504786801,4.80951952062429,3.74403142365196,3.93517073618223
"WBGene00139054",-0.691597138182997,-6.36103151469241,0.624292179377863,-4.03637281776855
"WBGene00139055",2.08369657464231,3.55634056478443,4.74190198409061,4.62540528000344
"WBGene00139056",1.12103272591528,2.57854769962228,3.25177929674558,3.52586960645253
"WBGene00139057",-1.88953651579491,-1.15157814906346,-4.66111003948439,3.01890961773264
"WBGene00139058",1.77119349254421,4.34027494726621,5.51256709681903,4.95514902830715
"WBGene00139059",1.64505246241113,4.4439061573595,4.44479846908677,4.22572202760163
"WBGene00139062",2.65599584009771,2.64178350091464,4.13005284907063,4.3255709559667
"WBGene00139063",-0.847716340100279,3.41210769202728,2.63351070940724,3.77740837344849
"WBGene00139064",1.52284653003796,4.19643218690541,-0.268792616705625,-2.45141031704739
"WBGene00139065",-1.33314316727052,1.50315462996187,0.29308627090249,0.60748337200618
"WBGene00139066",2.45345319462029,2.73436550810014,2.05313547818174,3.32994939647727
"WBGene00139067",-2.80707435560293,-0.338663701663958,-1.49118503804207,-0.335933099627453
"WBGene00139069",0.498734073921152,0.459147447722775,-4.66111003948439,-1.22901789571094
"WBGene00139070",3.49264246019427,-4.03910341980505,-4.66111003948439,-4.03637281776855
"WBGene00139073",-3.65507126215788,0.951851440591943,-0.268792616705625,1.2490294010937
"WBGene00139074",1.49060619303775,2.42360333086511,0.830743056845289,1.98599499525991
"WBGene00139075",0.498734073921152,2.50624722501725,2.13330582686572,2.37301811836916
"WBGene00139076",2.65599584009771,1.59897041737567,1.2696272980785,0.91782349261833
"WBGene00139077",-2.51756773840795,4.89812325417443,3.39958589220317,3.8644939902122
"WBGene00139079",5.46438867230144,3.04198050888258,3.4835482033475,3.01890961773264
"WBGene00139081",2.51084067677781,-0.0211815118077879,-1.20167842084709,0.355944605010215
"WBGene00139083",6.40373225563775,5.58843046466774,4.91064260401916,5.56910670029312
"WBGene00139085",-0.932605237686792,4.56748686056548,1.4886370800203,8.93606854879499
"WBGene00139086",3.71474416212603,3.59461839283596,3.83474498740279,3.06165926519198
"WBGene00139087",-2.80707435560293,2.09429570561215,2.37231296205307,2.5334827905624
"WBGene00139088",-2.80707435560293,1.50315462996187,-4.66111003948439,5.27877674448776
"WBGene00139089",-0.362289512930037,-1.60614401252894,-0.268792616705625,2.40657067808018
"WBGene00139090",-1.58468193426649,-0.383751591192496,-2.33918194459702,-0.866447816326233
"WBGene00139091",-0.362289512930037,1.75271065135678,3.2637024641214,2.19244587272734
"WBGene00139092",4.84557147390492,5.60655501260366,4.62660234006506,5.42919358704085
"WBGene00139093",5.03352874884124,3.80764060343982,4.07020899154068,4.26283520061873
"WBGene00139094",3.41746333756507,-4.03910341980505,-4.66111003948439,-4.03637281776855
"WBGene00139095",6.7876649350281,4.67582893198063,5.24728258128937,3.82781332688573
"WBGene00139096",-1.88953651579491,-0.869178418362738,-0.754219443875867,-1.22901789571094
"WBGene00139097",9.08887953720924,6.70925717526927,6.10459044816672,5.9929144091997
"WBGene00139098",-4.39203685632409,3.17618688584618,2.77351818815234,3.91199441381613
"WBGene00139099",6.55218714820565,4.31756862440705,5.74083608449215,4.3255709559667
"WBGene00139100",1.37172879718583,3.55932134072267,3.73549474169747,3.84014412879645
"WBGene00139101",4.53968559226437,3.74356723887196,4.76725013321991,3.18279570269362
"WBGene00139102",-5.97699935704525,2.18200030556283,-1.49118503804207,6.75560400313014
"WBGene00139103",-2.27655963890415,5.01563654716526,5.44872061479441,4.87950656106723
"WBGene00139104",7.04588856475801,9.9697978525771,10.5714982579844,9.46060575483093
"WBGene00139105",5.09914817097726,4.44712825817596,4.50128128927252,4.4353023966235
"WBGene00139106",2.96257985726945,-6.36103151469241,-4.66111003948439,-4.03637281776855
"WBGene00139107",6.21498515631507,4.10555482302683,3.67428031520954,3.68472637093864
"WBGene00139108",-5.97699935704525,0.604752769969675,-0.754219443875867,-0.335933099627453
"WBGene00139110",-1.45343740098823,-1.50305051956484,-4.66111003948439,0.051090023481794
"WBGene00139111",3.12890915152591,-1.00347951007433,-0.960670321343293,2.37301811836916
"WBGene00139112",2.10514968430863,-6.36103151469241,-4.66111003948439,-2.45141031704739
"WBGene00139113",2.43662857197893,-1.15157814906346,-4.66111003948439,-4.03637281776855
"WBGene00139114",-0.362289512930037,2.6641080475861,1.36125777354407,7.19064137588059
"WBGene00139115",-5.97699935704525,-4.03910341980505,-4.66111003948439,0.051090023481794
"WBGene00139116",6.87181916327199,8.87539383455095,8.40917865047729,8.18551634370272
"WBGene00139117",-1.33314316727052,-0.934766759990314,-4.66111003948439,-1.71444472288118
"WBGene00139118",9.30677631231077,3.37537041662588,6.30395271726024,3.52586960645253
"WBGene00139119",3.17020556789698,3.46392722583611,3.11367702011679,2.15345174111147
"WBGene00139121",7.3784893945527,5.31448452939037,3.25177929674558,3.93517073618223
"WBGene00139122",4.53574110575825,2.89399705512632,2.72259425298967,1.69154763679465
"WBGene00139123",-1.45343740098823,3.85207270494949,1.12024967404027,7.98008728721066
"WBGene00139124",4.17147722513303,3.76179648011525,2.9313469977837,3.34733147470551
"WBGene00139125",-5.97699935704525,0.798839822085977,-4.66111003948439,3.91199441381613
"WBGene00139126",0.172747762459437,-4.03910341980505,-4.66111003948439,-1.71444472288118
"WBGene00139127",-5.97699935704525,-2.27356867344207,-4.66111003948439,1.69154763679465
"WBGene00139128",0.432391579092456,0.146763125506284,1.40497915097339,1.09291019917642
"WBGene00139131",8.16247205657858,8.23986865933797,7.34696837138387,7.83822437463309
"WBGene00139132",5.01097516725091,-2.66059179655132,-2.33918194459702,-4.03637281776855
"WBGene00139133",6.91497416198031,5.67617222645956,7.15707266546425,6.8067630933428
"WBGene00139134",2.30377141308536,2.67514209786107,4.38054911215283,2.65012770941467
"WBGene00139135",5.05021552811459,8.41709696269912,8.71216296493769,8.06527463226222
"WBGene00139136",2.14712195478394,0.838640830143952,-0.573647198234046,0.821608177359027
"WBGene00139137",6.48473586455962,4.342006874294,4.78803860589105,4.24439795236206
"WBGene00139138",-2.07010876143673,4.19643218690541,-2.33918194459702,-0.866447816326233
"WBGene00139140",-5.97699935704525,-4.77606901397126,-4.66111003948439,3.62896309941663
"WBGene00139142",1.20290973296969,-2.27356867344207,-1.85375511742678,-1.71444472288118
"WBGene00139143",-0.619447352427162,2.7184532691344,0.830743056845289,2.80911723317583
"WBGene00139144",2.38494441669,0.858137005769749,-0.960670321343293,-1.71444472288118
"WBGene00139145",1.7024807424602,-6.36103151469241,-4.66111003948439,-4.03637281776855
"WBGene00139147",-2.80707435560293,-0.934766759990314,-4.66111003948439,3.5410560102672
"WBGene00139148",-2.07010876143673,4.99045989462761,2.83873584759882,4.79334991731751
"WBGene00139149",7.43411435847612,5.44592081351832,6.05742283658484,5.82936045308321
"WBGene00139150",1.09981624000559,3.93932104563581,3.38873850996618,2.5334827905624
"WBGene00139152",6.93607703850957,4.55410093425824,7.05785087249982,4.92072922379374
"WBGene00139153",-5.97699935704525,0.650195740730842,-4.66111003948439,3.31235533646253
"WBGene00139155",1.68833656013993,4.00856583158626,1.06681041507881,8.31207871963858
"WBGene00139158",-2.80707435560293,0.737000568268114,-2.33918194459702,4.39407973389699
"WBGene00139159",0.764467629355902,0.581482990646828,-4.66111003948439,-0.335933099627453
"WBGene00139160",-0.046262019482359,-1.96871409191365,-4.66111003948439,-0.335933099627453
